video_id,publishedAt,channelId,title,description,channelTitle,tags,viewCount,likeCount,favoriteCount,commentCount,duration_timedelta,duration_hhmmss
uGtc9Bu9Txk,2020-12-31T23:00:10Z,UCArk93C2pbOvkv6jWz-3kAg,🍾 FORD KIERNAN HOGMANAY SPECIAL! | Open Goal,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

It's Hogmanay and there's only one place to bring in the bells and that's with Open Goal! The lads are joined by Scottish Comedy Legend and Still Game star, Ford Kiernan as we finally say goodbye to 2020!",Open Goal,"['open goal', 'si ferry', 'still game', 'jack and victor', 'hogmanay', ""new year's eve"", 'nye', 'chewin the fat', 'only excuse', 'still game hogmanay', 'winston', 'navid', 'ford Kiernan', 'greg hemphill', 'still game cairds', 'still game martin', 'Christmas special', 'stauner', 'best bits', 'big man', 'football coach', 'villiers', 'banter', 'invisible boss', 'celtic rangers', 'neil lennon', 'Andy halliday', 'slaney', 'spfl', 'highlights', 'Steven gerrard', 'aberdeen', 'scottish football', 'podcast', 'burnistoun', 'hibs', 'hearts', 'isa', 'tam', 'turnbull', 'roofe', 'funny', 'f2']",205682,2286,0,112,0 days 01:21:55,01:21:55
vAGmV-mRRT0,2020-12-24T07:00:08Z,UCArk93C2pbOvkv6jWz-3kAg,CHRISTMAS EVE SPECIAL | Right in the Coupon w/ Who Knows Wins,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

It's Christmas time and the boys are getting into the festive spirit of things as we look into what is going to be a crucial period in the SPFL Premiership season.",Open Goal,"['open goal', 'si ferry', 'betting', 'slaney', 'Paul slane', 'Andy halliday', 'celtic', 'scottish cup', 'celtic ross county', 'celtic goals', 'st johnstone rangers', 'rangers goals', 'spfl', 'spfl highlights', 'jamie carragher', 'keeping the ball on the ground', 'aberdeen', 'Barry ferguson', 'sky sports', 'frank mcavennie', 'prank', 'christmas', 'hearts', 'hibs', 'hibernian', 'motherwell', 'covid', 'podcast', 'open goal misses', 'gary neville', 'plz soccer', 'kieran tierney', 'f2', 'copa 90', 'fourfourtwo', 'neil lennon', 'Steven gerrard', 'edouard', 'roofe', 'morelos']",63357,742,0,30,0 days 00:44:31,00:44:31
m54LPZSlStQ,2020-12-22T17:00:20Z,UCArk93C2pbOvkv6jWz-3kAg,EPIC CUP FINAL REVIEW | Keeping the Ball on the Ground,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

Loads to talk about this week as Celtic and Hearts engaged in a Cup Final thriller at Hampden. The boys discuss the Jambos' spirited comeback, Celtic's performance and of course review our man Andy Halliday's display!

Si, Slaney and Kev also talk over the weekend's SPFL results, celebrities playing football and when big-time players drop down into the reserves!",Open Goal,"['open goal', 'si ferry', 'celtic vs hearts', 'ajer', 'penalties', 'Scott brown', 'naismith', 'Andy halliday', 'neil lennon', 'scottish cup final', 'penalty shootout', 'edouard', 'christie goal', 'spfl', 'spfl highlights', 'football', 'rangers', 'motherwell', 'roofe', 'Steven gerrard', 'jamie carragher', 'aberdeen', 'hibs', 'hibernian', 'robbie neilson', 'premier league', 'podcast', 'slaney', 'soccer am', 'talksport', 'Paul slane', 'hazard save', 'celtic unique angle', 'plz soccer', 'liverpool', 'open goal misses', 'scottish football', 'celtic fans', 'sky sports']",85262,976,0,63,0 days 01:06:12,01:06:12
1RcFj1Sfs58,2020-12-21T17:00:03Z,UCArk93C2pbOvkv6jWz-3kAg,JAMIE CARRAGHER | Open Goal Meets...,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

We've got an absolute cracker for you this week as Si and Slaney are joined by Liverpool Legend and Sky Sports pundit, Jamie Carragher to talk through his illustrious career at Anfield and share some of his best stories from his time in the game!
-------------------------------
BUY JAMIE CARRAGHER'S THE GREATEST GAMES BOOK NOW!
--------------------------------
Andy Robertson Interview - https://www.youtube.com/watch?v=AFuc2CuCZUc&t=1548s

Kieran Tierney Interview - https://www.youtube.com/watch?v=i_Ibl92_FoA

Ally McCoist Interview - https://www.youtube.com/watch?v=QJftaIBp_7o&t=1358s

Damien Duff Interview  - https://www.youtube.com/watch?v=ccNcWnC3Mbc&t=2448s

#LiverpoolFC #OpenGoal #PremierLeague",Open Goal,"['open goal', 'si ferry', 'Jamie Carragher', 'Liverpool', ""You'll Never Walk Alone"", 'Jordan Henderson', 'Andy Robertson', '6 Times European Cups', 'istanbul', 'Steven gerrard', 'Jurgen klopp', 'sky sports', 'Monday night football', 'anfield', 'gary neville', 'Carragher neville funny', 'darren Farley carragher', 'Carragher impression', 'Carragher henry', 'Brendan rodgers', 'laugh', 'open goal misses', 'Andy halliday', 'celtic', 'rangers', 'talksport', 'salah', 'Liverpool goals', 'mane', 'origi', 'wingmen', 'trent', 'Andy robertson', 'f2', 'podcast', 'nani', 'sky']",855101,4966,0,661,0 days 02:22:14,02:22:14
MaJhyEr6csQ,2020-12-17T17:25:28Z,UCArk93C2pbOvkv6jWz-3kAg,CELTIC v HEARTS & ST MIRREN END RANGERS UNBEATEN RUN | Right in the Coupon w/ Who Knows Wins,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

The lads look ahead to the big Cup Final on Sunday between Celtic and Hearts as well as discuss the drama from the previous nights' League Cup fixtures. Are the Hibees' name written on the cup or will the giant killers St Mirren fancy their chances after ending Rangers unbeaten run?",Open Goal,"['open goal', 'si ferry', 'celtic v hearts', 'Scottish cup final', 'neil lennon', 'soro', 'turnbull', 'Scott brown', 'hampden', 'heart of midlothian', 'robbie neilson', 'premier sports', 'Andy halliday', 'slaney', 'Paul slane', 'frank mcavennie', 'keeping the ball on the ground', 'Barry ferguson', 'st Mirren v rangers', 'league cup', 'highlights', '3-2 rangers st mirren', 'tavernier', 'spfl', 'spfl highlights', 'hibs', 'jack ross', 'easter road', 'aberdeen', 'lewis ferguson', 'derek', 'podcast', 'football', 'open goal misses', 'edouard', 'celtic fans', 'song']",64383,659,0,49,0 days 00:45:40,00:45:40
BA057QKYWVo,2020-12-15T17:00:10Z,UCArk93C2pbOvkv6jWz-3kAg,SCOTTISH CUP FINAL PREVIEW | Keeping the Ball on the Ground,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

It's a big weekend in the Scottish Football calendar as we have a festive Cup Final to look ahead to as Celtic take on Andy Halliday's Hearts at Hampden Park. Will Celtic's recent upturn in form see them clinch an historic Quadruple Treble or will the Jambos add another chapter to the Hoops' so far disappointing season?

The boys also discuss another wonder display from Rangers' James Tavernier as well as Chipper's position at Hamilton, Hibs hitting form and was last weekend's Manchester Derby the worst ever?",Open Goal,"['open goal', 'si ferry', 'lewis capaldi', 'Andy halliday', 'Scottish cup final', 'celtic vs hearts', 'edouard', 'celtic goals', 'neil lennon', 'Shane duffy', 'Hampden', 'robbie neilson', 'naismith', 'boyce', 'rangers', 'tavernier', 'free kick', 'rangers goals', 'dundee united', 'hibs', 'spfl', 'spfl highlights', 'football', 'podcast', 'Paul slane', 'Laura anderson', 'slaney', 'ally mccoist', 'funny', 'open goal misses', 'scotland', 'Manchester derby', 'jack ross', 'aberdeen', 'scottish football', 'turnbull', 'soro', 'Scott brown', 'trophy', 'Craig beattie', 'copa 90']",90366,997,0,75,0 days 01:00:49,01:00:49
xgkHjgCM6e4,2020-12-14T17:00:32Z,UCArk93C2pbOvkv6jWz-3kAg,"Si Ferry Meets... Jon Daly | Cup Winner w/ Dundee Utd, Signing for Rangers, Hearts Interim Role","SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

This week Si is joined by former big target man Jon Daly who discusses his route to Tanandice which saw him become a club legend by securing a Scottish Cup with Dundee United. 

He also discusses his move to Rangers as he became the club's first ever Irish Catholic player and he talks about some of the terrible abuse received following the move.

The big man also touches upon his coaching career with Hearts which led to him stepping in as interim manager twice before eventually having a controversial exit once new man Daniel Stendel arrived at Tynecastle.

#DundeeUnited #Rangers #Hearts",Open Goal,"['open goal', 'si ferry', 'rangers', 'Steven gerrard', 'ireland', 'rangers fans', 'rangers goals', 'spfl highlights', 'dundee united', 'tavernier', 'Tavernier free kick', 'goldson', 'morelos', 'europa league', 'champions league', 'royal antwerp', 'Scottish cup final', 'celtic', 'hearts', 'Andy halliday', 'Craig levein', 'plz soccer', 'tannadice', 'Jonny russell', 'Dundee United ross county', 'stockport county', 'hartlepool', 'Jeff stelling', 'podcast', 'football', 'irish catholic', 'sectarianism', 'soccer am', 'ally mccoist', 'Paul slane', 'f2', 'copa 90']",53065,437,0,43,0 days 01:41:23,01:41:23
yibZKypGQRM,2020-12-10T18:28:52Z,UCArk93C2pbOvkv6jWz-3kAg,TAVERNIER ONE OF THE BEST RIGHT-BACKS IN BRITAIN?? | Right in the Coupon w/ Who Knows Wins,"Slaney is deputising as host again while Si is off but this time on the coupon show with Frank & Derek! The big question is however... who will be looking after Slaney's leaderboard this week?

The boys discuss where on-form Tavernier ranks among Britain's top right-back at the minute as well as their thoughts on St Mirren and Killie's forfeited games and whether Celtic can turn round their recent dismal rut.",Open Goal,"['open goal', 'si ferry', 'Celtic', 'Celtic Lille', 'Rangers poznan', 'Neil lennon', 'Europa League', 'SPFL', 'SPFL highlights', 'Celtic goals', 'Rangers goals', 'Steven Gerrard', 'Morelos', 'Tavernier', 'Ryan Kent', 'Roofe', 'Edouard', 'Scott Brown', 'Scotland', 'Aberdeen', 'Hearts', 'Hibs', 'Andy Halliday', 'Paul Slane', 'Scottish football', 'Podcast', 'Betting', 'itten', 'hagi', 'soccer am', 'copa 90', 'frank mcavennie', 'west ham', 'Barry ferguson', 'plz soccer', 'maradona', 'prank', 'Laura anderson', 'dating', 'keeping the ball on the ground', 'James english', 'f2']",65107,758,0,32,0 days 00:51:30,00:51:30
ZJJ2KbWiWmM,2020-12-08T17:00:09Z,UCArk93C2pbOvkv6jWz-3kAg,SLANEY HOSTS THE SHOW! | Keeping the Ball on the Ground,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

Sponsor - CoVault is an ultra-flexible workspace company that offers month-to-month contracts for micro and small businesses - with 19 locations across Scotland.

Things are a bit different this week as Slaney is stepping in for Si as host of the podcast... will the Slane Dog step up to the mark??

Andy and Kev join Slaney to chat about James Tavernier's Player of the Year form, who will Rangers fancy in the next round of the Europa League, the ongoing issues at Celtic, St Mirren and Killie's forfeited games and of course the lads review Slaney's date with Laura Anderson from Love Island.",Open Goal,"['open goal', 'si ferry', 'Laura anderson', 'love island', 'slaney', 'Paul slane', 'celtic', 'neil lennon', 'celtic fans', 'celtic st johnstone', 'europa league', 'celtic lille', 'James tavernier', 'rangers goals', 'Steven gerrard', 'spfl', 'spfl highlights', 'morelos', 'roofe', 'podcast', 'football', 'Andy halliday', 'kilmarnock', 'aberdeen', 'hearts', 'hibs', 'hibernian', 'Celtic park', 'scotland', 'Andy robertson', 'kieran tierney', 'ally mccoist', 'funny', 'open goal misses', 'kick off', 'soccer am', 'copa 90', 'plz soccer', 'Barry ferguson', 'ireland', 'keane']",124751,1548,0,130,0 days 01:11:14,01:11:14
E3arcuzWTU8,2020-12-07T17:00:12Z,UCArk93C2pbOvkv6jWz-3kAg,LAURA ANDERSON DATING TIPS FOR SLANEY | Open Goal Dating School,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

It's finally time we sorted out our man Slaney's love life and so we've enlisted the help of Love Island's Laura Anderson to steer our unlucky-in-love podcaster on where he might have been going wrong all this time.

#OpenGoal #LoveIsland #Football",Open Goal,"['open goal', 'si ferry', 'love island', 'Molly mae', 'Montana rose brown', 'jack fowler', 'love island unseen', 'Caroline flack', 'Laura whitmore', 'maura higgins', 'love island fights', 'love island usa', 'australia', 'football', 'wes', 'Tommy fury', 'celtic', 'celtic st johnstone', 'spfl', 'slaney', 'Paul slane', 'Andy halliday', 'celtic goals', 'neil lennon', 'rangers ross county', 'rangers goals', 'spfl highlights', 'open goal misses', 'true geordie', 'f2', 'copa 90', 'Maya jama', 'siannise and luke', 'celebrity', 'dating', 'tinder', 'bumble', 'hinge']",177793,3479,0,305,0 days 00:28:54,00:28:54
Wl-2YuTKt6w,2020-12-03T09:28:30Z,UCArk93C2pbOvkv6jWz-3kAg,SLANEY RESPONDS TO CELTIC LOSS | Right in the Coupon,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

After a dramatic weekend in the Scottish League Cup, the boys discuss how the fortunes and misfortunes of some teams in the competition will effect their form going into the SPFL Premiership games this weekend.",Open Goal,"['open goal', 'si ferry', 'celtic', 'celtic ac milan', 'neil lennon', 'europa league', 'Scott brown', 'protest', 'football', 'podcast', 'slaney', 'Paul slane', 'prank', 'frank mcavennie', 'Barry ferguson', 'Andy halliday', 'keeping the ball on the ground', 'rangers', 'celtic fans', 'celtic goals', 'spfl', 'spfl highlights', 'rangers goals', 'rangers fans', 'atmosphere stadium', 'covid 19', 'closed doors', 'motherwell', 'aberdeen', 'st mirren', 'hibs', 'hibernian', 'hearts', 'soccer am', 'betting', 'Steven gerrard', 'morelos', 'roofe', 'open Goal misses', 'copa 90']",101315,1119,0,77,0 days 00:55:15,00:55:15
YbI7c5Tgamw,2020-12-01T17:00:09Z,UCArk93C2pbOvkv6jWz-3kAg,WHAT NEXT FOR CELTIC? | Keeping the Ball on the Ground,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

The drama continues over at Celtic Park as the Champions added to their recent woes with a shock defeat to Ross County at home in the league cup. The big question remains... What next for Celtic?

The lads also discuss the rest of the cup ties and what teams are looking good for silverware as well as chat about Rangers' Europa League campaign, Gary Holt's departure from Livingston and the sad passing of Football icon Diego Maradona.",Open Goal,"['open goal', 'si ferry', 'neil lennon', 'celtic', 'lennon sack', 'celtic fans', 'protest', 'fan riot', 'rangers', 'Steven gerrard', 'celtic ross county', 'celtic ac milan', 'live stream', 'Scott brown', 'celtic manager', 'rangers standard liege', 'spfl', 'celtic goals', 'rangers goals', 'aberdeen', 'motherwell', 'hearts', 'hibs', 'prank', 'Andy halliday', 'Paul slane', 'slaney', 'open goal misses', 'plz soccer', 'true geordie', 'four four two', 'copa 90', 'poet vuj', 'premier league', 'maradona', 'sunderland', 'morelos', 'tavernier', 'duffy', 'jullien', 'ibrox', 'soccer']",126504,1531,0,163,0 days 01:07:21,01:07:21
zuGG8bs-jWM,2020-11-26T18:05:01Z,UCArk93C2pbOvkv6jWz-3kAg,SUIT PRANK REACTION! | Right in the Coupon w/ Who Knows Wins,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

The boys are back for the first time since the release of the Monday night's suit prank as Si and Slaney test the water to see if Frank and Derek are still talking to them!

The lads also pay tribute to footballing legend Diego Maradona following his sad passing yesterday as well look ahead to their Who Knows Wins coupon for this weekend's Scottish League Cup fixtures.",Open Goal,"['open goal', 'si ferry', 'celtic Prague', 'rangers benfica', 'keeping the ball on the ground', 'undr the cosh', 'europa league', 'live stream', 'bt sport', 'celtic fans', 'neil lennon', 'frank mcavennie', 'Barry ferguson', 'Andy halliday', 'slaney', 'Paul slane', 'Kevin kyle', 'spfl', 'celtic goals', 'highlights', 'rangers goals', '9 in a row', 'aberdeen', 'st mirren', 'motherwell', 'hibs', 'hearts', 'Steven gerrard', 'morelos', 'edouard', 'Scott brown', 'Ryan kent', 'Celtic park', 'ibrox', 'betfred cup', 'soccer am', 'true geordie', 'f2', 'off the ball']",64207,612,0,57,0 days 00:44:49,00:44:49
LFNE2Vt_EAc,2020-11-25T17:00:06Z,UCArk93C2pbOvkv6jWz-3kAg,RANGERS EXTEND LEAD OVER CELTIC | Keeping the Ball on the Ground,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

It's been another significant week in the league as rampant Rangers extend their lead over Celtic at the top to 11 points leading to many talking points around Celtic Park and Ibrox.

There were some big results at the other end also as the boys discuss Hamilton's continued slump in form as well as looking further afield at the Premier League down south and the absolute chaos that occurred in a MLS play-off penalty shootout at the weekend between New York City FC and Orlando.",Open Goal,"['open goal', 'si ferry', 'slaney', 'Paul slane', 'Andy halliday', 'Kevin kyle', 'prank', 'celtic', 'europa league', 'neil lennon', 'celtic fans', 'live stream', 'Scott brown', 'rangers', 'sparta prague', 'rangers benfica', 'Steven gerrard', 'rangers aberdeen', 'spfl highlights', 'spfl', 'goals', 'hearts', 'hibs', '2-2', 'motherwell', 'premier league', 'frank mcavennie', 'scotland', 'sky sports', 'bt sport', 'talksport', 'diageo', 'sfa', 'Peter lawwell', 'open goal misses', 'podcast', 'funny', 'Peter crouch', 'f2', 'mccoist', 'mls', 'penalty shootout', 'new York orlando', 'cfc']",113102,1367,0,83,0 days 01:09:50,01:09:50
dbIFHz5sQjQ,2020-11-23T17:00:13Z,UCArk93C2pbOvkv6jWz-3kAg,SI & SLANEY PRANK FRANK McAVENNIE & DEREK FERGUSON,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

After Slater's kindly provided Si and Slaney with complimentary suits for our Right in the Coupon show, it was Frank and Derek's turn to go in and pick up their free clobber.

What they didn't realise was that Si and Slaney are hiding in the back after setting them up with the salesman from hell who is going to put them through the ringer!",Open Goal,"['open goal', 'si ferry', 'Paul slane', 'practical joke', 'prank', 'football prank', 'wind up', 'funny', 'frank mcavennie', 'west ham', 'celtic', 'celtic goals', 'spfl', 'spfl highlights', 'rangers', 'aberdeen', '4-0', 'celtic hibs 2-2', 'Derek ferguson', 'Barry ferguson', 'right in the coupon', 'keeping the ball on the ground', 'ally mccoist', 'talksport', 'open goal misses', 'ant and dec prank', 'Bradley walsh', 'sky sports', 'true geordie', 'Chris kamara', 'hidden camera', 'funny football moments', 'suits', 'tailor', 'hilarious', 'footballer funny']",147128,2893,0,158,0 days 00:12:41,00:12:41
Y_vD6_hqxYE,2020-11-19T17:11:09Z,UCArk93C2pbOvkv6jWz-3kAg,CLUB FOOTBALL RETURNS | Right in the Coupon w/ Who Knows Wins,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

DOWNLOAD WHO KNOWS WINS APP!

After a brilliant result for the Scottish National Team, SPFL football is back with a feel-good factor this week and the guys cover the pressing discussion points as the clubs return to action in the league.",Open Goal,"['open goal', 'si ferry', 'celtic', 'scotland', 'rangers', 'scotland serbia', 'I can boogie', 'Andy considine', 'frank mcavennie', 'Barry ferguson', 'derek', 'Ryan Christie goal', 'David Marshall penalty', 'Steve clarke', 'Andy robertson', 'kieran tierney', 'hibs v celtic', 'jack ross', 'easter road', 'neil lennon', 'edouard', 'rangers aberdeen', 'morelos', 'kent', 'roofe', 'Steven gerrard', 'Scott brown', 'hearts', 'Andy halliday', 'Paul slane', 'gravesen', 'open goal misses', 'football', 'podcast', 'spfl', 'spfl highlights', 'funny', 'motherwell', 'st mirren']",62647,739,0,15,0 days 00:45:54,00:45:54
SXYpNtbEMZw,2020-11-17T17:00:08Z,UCArk93C2pbOvkv6jWz-3kAg,I CAN BOOGIE SPECIAL | Keeping The Ball On The Ground,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

It's party time on the podcast as Boogie Fever has gone international since the Scottish National Team booked their place at next year's Euros! The boys get the festivities underway with an amazing performance from the hugely talented internet sensation Brooke Combe before getting discussing the incredible last few days that have given the nation a much needed lift in 2020!",Open Goal,"['open goal', 'si ferry', 'I can boogie', 'baccara', 'scotland', 'scotland serbia', 'David marshall', 'dressing room', 'anthem', 'Steve clarke', 'Ryan christie', 'Andy robertson', 'flower of scotland', 'hampden', 'scotland vs england', 'euro 2020', 'tartan army', 'ally mccoist', 'scotland brazil', 'world cup', 'celtic', 'celtic goals', 'rangers', 'spfl', 'scottish football', 'neil lennon', 'Steven gerrard', 'aberdeen', 'hibs', 'hearts', 'motherwell', 'wembley', 'Griffiths free kick', 'sky sports', 'podcast', 'football', 'goals', 'israel', 'slovakia', ""we'll be coming""]",151912,2558,0,228,0 days 00:58:46,00:58:46
soAs4RxzSF0,2020-11-16T17:00:20Z,UCArk93C2pbOvkv6jWz-3kAg,"Stein, Busby & Shankly - Three Kings Special","SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

This week we take a deeper look at the new feature-length documentary about three of the game's greatest ever managers who shaped the future of some of the world's most iconic clubs - Stein, Shankly and Busby.

The film's creator, Jonny Owen chats with Si about the background of the film and provides an insight into the story of three men from Scotland who would go on to change the face of European football forever.",Open Goal,"['open goal', 'si ferry', 'matt busby', 'busby babes', 'Manchester united', 'European cup 1968', 'man utd', 'solsjkaer', 'pogba', 'cavani', 'rashford', 'George best', 'bobby charlton', 'Denis law', 'Man U tv', 'bill shankly', 'bob paisley', 'scotland', 'boogie', 'Paul slane', 'keeping the ball on the ground', 'halliday', 'line of duty', 'Martin compston', 'Vicky McClure', 'Jonny owen', 'this is england', 'liverpool', 'salah', 'mane', 'robertson', 'henderson', 'klopp', 'celtic', 'jock stein', 'Lisbon lions', 'European cup 1967', 'Bertie auld', 'celtic songs']",33319,502,0,68,0 days 01:00:58,01:00:58
yLFf6jXZ7lY,2020-11-11T17:00:24Z,UCArk93C2pbOvkv6jWz-3kAg,SI & HALLIDAY HEATED DEBATE KICKS OFF! | Keeping the Ball on the Ground,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

Things get a bit tasty on this week's podcast as the boys chat through a massive week for Scotland as well as discuss Celtic's recent up and down form, Rangers thumping of Hamilton and Aberdeen being on the charge.",Open Goal,"['open goal', 'si ferry', 'celtic', 'scotland serbia', 'euro 2020', 'spfl', 'scotland goals', 'rangers', 'Steve clarke', 'Andy robertson', 'podcast', 'football', 'soccer', 'celtic fans', 'Celtic goals', 'rangers goals', 'Andy halliday', 'Paul slane', 'slaney', 'aberdeen', 'motherwell', 'hearts', 'hibs', 'soccer am', 'filthy fellas', 'true geordie', 'diageo', 'Scotland v england', 'Griffiths free kick', 'kieran tierney', 'Barry ferguson', 'liverpool', 'fights', 'open goal misses', 'funny', 'Kevin kyle', 'world cup', 'tartan army', 'flower of scotland', 'sky sports']",174558,1767,0,197,0 days 01:28:29,01:28:29
XnETFz6Ju2w,2020-11-10T17:00:07Z,UCArk93C2pbOvkv6jWz-3kAg,CAN SCOTLAND QUALIFY FOR THE EUROS!? | Right in the Coupon w/ Who Knows Wins,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

It's an enormous week for Scotland as the national team are one game away from qualifying from its first major tournament since 1998! The boys chew the fat over the key decisions that Steve Clarke has to make as they take on Serbia this Thursday for a place at next summer's Euros. 
Slaney is also back to run through the latest news on the Who Knows Wins leader board",Open Goal,"['open goal', 'si ferry', 'scotland', 'scotland euro 2020', 'Andy robertson', 'Steve clarke', 'kieran tierney', 'keeping the ball on the ground', 'scotland serbia', 'scotland goals', 'tartan army', 'euro 2020', 'celtic', 'celtic goals', 'rangers', 'rangers goals', 'elyounoussi', 'neil lennon', 'Steven gerrard', 'spfl', 'spfl highlights', 'griffiths', 'Paul slane', 'slaney', 'Andy halliday', 'sky sports', 'podcast', 'football', 'soccer', 'undr the cosh', 'betting', 'aberdeen', 'motherwell', 'hibs', 'hearts', 'scottish cup', 'ally mccoist', 'flower of scotland']",52283,683,0,59,0 days 00:45:11,00:45:11
aARu1XyGjjY,2020-11-09T17:00:00Z,UCArk93C2pbOvkv6jWz-3kAg,Open Goal Meets... Undr The Cosh!,"SUBSCRIBE to Open Goal - https://bit.ly/2QGY26R

SUBSCRIBE to Undr The Cosh - https://bit.ly/2UmXUwZ

Two of the UK’s favourite football podcasts finally meet up as Si and Slaney talk to Jon Parkin and Chris Brown about some of the craziest moments from their football careers and how their paths crossed to begin making their podcast together.",Open Goal,"['open goal', 'si ferry', 'undr the cosh', 'keeping the ball on the ground', 'jon parkin', 'podcast', 'football', 'spfl', 'celtic', 'Celtic motherwell', 'elyounoussi', 'neil lennon', 'celtic goals', 'rangers', 'rangers goals', 'rangers 8 - 0', 'rangers hamilton', 'tavernier', 'true geordie', 'roofe', 'defoe', 'Steven gerrard', 'aberdeen', 'hibs', 'sunderland', 'hearts', 'premier league', 'championship', 'duberry', 'paddy kenny', 'open goal misses', 'football funny', 'soccer am', 'copa 90', 'f2', 'roy keane', 'sky sports', 'jamie carragher', 'gary neville', 'slaney']",166263,1411,0,81,0 days 01:38:02,01:38:02
vVBhgtHBKHw,2020-11-05T16:53:22Z,UCArk93C2pbOvkv6jWz-3kAg,RIGHT IN THE COUPON w/ Who Knows Wins,"SUBSCRIBE - https://bit.ly/2QGY26R

The games are coming thick and fast in Scotland with the boys looking over the upcoming fixtures for the weekend.",Open Goal,"['open goal', 'si ferry', 'celtic', 'europa league', 'live stream', 'celtic prague', 'celtic goals', 'highlights', 'spfl', 'edouard', 'christie', 'rogic', 'neil lennon', 'rangers', 'rangers goals', 'rangers fans', 'celtic fans', 'Steven gerrard', 'morelos', 'roofe goal', 'aberdeen', 'hibs', 'Paul slane', 'Andy halliday', 'keeping the ball on the ground', 'scotland', 'hearts', 'scottish cup', 'treble', 'plz soccer', 'betting', 'motherwell', 'premier league', 'west ham', 'frank mcavennie', 'Barry ferguson', 'bt sport', 'champions league', 'slaney', 'mcgeady', 'soccer am']",37821,417,0,28,0 days 00:33:45,00:33:45
kKfFY9xULjM,2020-11-03T17:00:09Z,UCArk93C2pbOvkv6jWz-3kAg,HALLIDAY INTO THE CUP FINAL! | Keeping the Ball on the Ground,"SUBSCRIBE - https://bit.ly/2QGY26R

Fresh from his Edinburgh Derby victory which sealed a Scottish Cup Final place for Hearts, Andy Halliday joins the boys to look back on the semi-finals played at the weekend as well as all other topics that have the world of football talking!",Open Goal,"['open goal', 'si ferry', 'hearts', 'heart of midlothian', 'Edinburgh derby', 'hibs', 'hibernian', 'Scottish Cup semi final', 'goals', 'Scottish Cup highlights', 'celtic treble', 'celtic aberdeen', 'christie goal', 'rogic', 'elyounoussi', 'neil lennon', 'Scott brown', 'Andy halliday', 'Paul slane', 'undr the cosh', 'slaney', 'Aiden mcgeady', 'rangers', 'rangers kilmarnock', 'tavernier', 'Steven gerrard', 'Celtic fans', 'celtic goals', 'rangers goals', 'europa league', 'celtic prague', 'rangers benfica', 'soccer am', 'plz soccer', 'f2', 'spfl', 'edouard']",110508,1544,0,99,0 days 01:06:57,01:06:57
7Gxn7jHtf5M,2020-10-29T17:00:03Z,UCArk93C2pbOvkv6jWz-3kAg,SCOTTISH CUP SEMI PREVIEW | Keeping the Ball on the Ground w/ Who Knows Wins,"As has been the bizarre nature of 2020, the lads will be previewing the upcoming 2019/20 Scottish Cup Semi-Finals while also discuss the latest news of the current 2020/21 SPFL Premiership...

It's a big weekend with Hearts taking on Hibs in the Edinburgh Derby, Celtic looking to bounce back against Aberdeen following their enthralling 3-3 draw last week and Rangers looking to extend their lead at the top of the table.

We also have the latest update on the most recent winners from last week's Who Knows Wins league!",Open Goal,"['open goal', 'si ferry', 'celtic', 'celtic lille', 'europa league', 'Edinburgh derby', 'rangers', 'rangers lech poznan', 'celtic goals', 'rangers goals', 'scottish cup', 'Scottish Cup highlights', 'celtic aberdeen', 'neil lennon', 'treble', 'hampden', 'covid', 'spfl', 'kilmarnock', 'live stream', 'aberdeen', 'hearts', 'hibs', 'hearts v hibs goals', 'motherwell', 'plz soccer', 'Paul slane', 'keeping the ball on the ground', 'Andy halliday', 'Barry ferguson', 'Aiden mcgeady', 'west ham']",66612,717,0,60,0 days 00:46:54,00:46:54
