video_id,publishedAt,channelId,title,description,channelTitle,tags,viewCount,likeCount,favoriteCount,commentCount,duration_timedelta,duration_hhmmss
8ttXbJwjS8E,2020-04-20T16:00:13Z,UCArk93C2pbOvkv6jWz-3kAg,"Si Ferry Meets… James McPake | Mad Times at Livi, Captaining Hibs, Playing and Managing Dundee","SUBSCRIBE - https://bit.ly/2QGY26R

Current Dundee Manager, James McPake joins Si Ferry this week to take a look back on what has been an eventful career for the former centre-half which he has shared with some of the biggest characters and names in the game.

We look into the early days of his career during a tumultuous time for Livingston with ongoing financial and boardroom issues effecting the club’s progress under managers such as Richard Gough and Paul Lambert.

After chatting about his time down south with Coventry and Chris Coleman, James provides great detail and insight into his time at Hibs as captain which saw 2 Scottish Cup finals, including the infamous 5-1 defeat to arch-rivals Hearts, as well as the shock relegation under Terry Butcher.

Then of course we look at his critical time at Dundee which saw him cement himself as a pivotal figure at the club as a key player and eventual 1st team manager.",Open Goal,"['open goal', 'si ferry', 'Paul slane', 'Kevin kyle', 'open goal misses', 'dundee', 'John nelms', 'spfl', 'hibs', 'hibernian', 'easter road', 'sunshine on leith', 'Hibs scottish cup', 'Scottish Cup final 2016', 'David gray', 'Terry butcher', 'celtic', 'Celtic goals v rangers', 'defoe', 'Steven gerrard', 'sky sports', 'undr the cosh', 'lockdown tactics', 'copa 90', 'William hill', 'keeping the ball on the ground', 'rangers', 'celtic goals', 'rangers goals', 'rangers goals v celtic', 'celtic fans', 'celtic songs', 'rangers fans', 'soccer am']",91404,507,0,42,0 days 02:21:46,02:21:46
SokWGe5JXyE,2020-04-17T15:20:58Z,UCArk93C2pbOvkv6jWz-3kAg,SPFL VOTE RESOLUTION | Right in the Coupon,"SUBSCRIBE - https://bit.ly/2QGY26R

Frank and Derek are reunited with Si Ferry for a special made-at-home Right in the Coupon show to discuss the controversial topic that has everyone talking in Scottish Football - The SPFL Resolution vote!",Open Goal,"['open goal', 'si ferry', 'celtic', 'celtic goals v rangers', 'celtic songs', 'spfl', 'Gerrard sky sports news', 'Steven gerrard', 'copa 90', 'undr the cosh', 'west ham', 'celtic fans', 'neil lennon', 'rangers', 'rangers goals', 'rangers songs', 'rangers goals v celtic', 'hearts', 'ann budge', 'sky sports', 'bt sport', 'Chris sutton', 'Michael stewart', 'aberdeen', 'hibs', 'hibernian', 'Charlie austin', 'Paul slane', 'frank mcavennie', 'Kevin kyle', 'Derek ferguson', 'Barry ferguson', 'souness', 'poet vuj', 'scottish football', 'William hill']",26288,283,0,61,0 days 00:24:08,00:24:08
2XlQJfFZ-7k,2020-04-14T15:59:44Z,UCArk93C2pbOvkv6jWz-3kAg,Charlie Austin | Keeping the Ball on the Ground Podcast,"SUBSCRIBE - https://bit.ly/2QGY26R

This week we're joined by former Southampton, QPR and current West Brom striker, Charlie Austin! Plenty of great laughs and chat from the lads as Charlie talks us through some cracking stories from his rise from the building site to becoming a Premier League player within the space of 5 years!",Open Goal,"['open goal', 'si ferry', 'Charlie austin', 'Charlie Austin park life', 'parklife', 'Charlie Austin rant', 'interview', 'open goal misses', 'premier league', 'queens park rangers', 'joey barton', 'qpr', 'southampton', 'harry redknapp', 'Ralph Hasenhüttl', 'West Bromwich albion', 'wba', 'slaven bilic', 'Charlie Austin goals', 'premier league goals', 'copa 90', 'undr the cosh', 'Paul slane', 'championship', 'soccer am', 'football funny', 'spfl', 'celtic', 'rangers', 'swindon', 'burnley', 'Sean dyche', 'adel taarabt', 'owen', 'celtic goals', 'podcast', 'f2']",77451,768,0,47,0 days 01:28:40,01:28:40
i4tltLtHRQo,2020-04-13T16:00:30Z,UCArk93C2pbOvkv6jWz-3kAg,SLANEY'S FUNNIEST MOMENTS | Open Goal,"SUBSCRIBE - https://bit.ly/2QGY26R

We look back on some of the funniest and most irreverent moments from the born entertainer himself, Paul Slane!

#OpenGoal #SPFL #Celtic",Open Goal,"['open goal', 'si ferry', 'Paul slane', 'slaney', 'tennents', 'celtic', 'spfl', 'celtic fans', 'celtic songs', 'neil lennon', 'Scott brown', 'football funny', 'open goal misses', 'William hill', 'rangers', 'rangers fans', 'podcast', 'Steven gerrard', 'James forrest', 'Celtic goals v rangers', 'copa 90', 'undr the cosh', 'gravesen', 'Kevin kyle', 'keeping the ball on the ground', 'comedy football', 'sky sports', 'gary neville', 'carragher', 'bbc scotland']",226580,1884,0,72,0 days 00:11:39,00:11:39
Ys1tLXyv-SE,2020-04-07T16:00:26Z,UCArk93C2pbOvkv6jWz-3kAg,Keeping the Ball on the Ground w/ Josh Windass,"SUBSCRIBE - https://bit.ly/2QGY26R

The boys may be in self-isolation but that won't stop us from bringing you your favourite weekly podcast as we welcome current Sheffield Wednesday and former Rangers forward Josh Windass to the show, filmed via video conferencing software from our homes!",Open Goal,"['open goal', 'si ferry', 'open goal misses', 'Paul slane', 'tennents', 'josh windass', 'josh windass goals', 'rangers', 'rangers goals', 'rangers fans', 'rangers songs', 'rangers goals v celtic', 'celtic', 'spfl', 'dean windass', 'funny', 'football', 'podcast', 'ibrox', 'Steven gerrard', 'warburton', 'pedro', 'slaney', 'Sheffield wednesday', 'wigan', 'Hillsborough', 'true geordie', 'copa 90', 'soccer', 'Sheff wed', 'Sheffield wednesday songs', 'Sheffield Wednesday fans', 'wigan fa cup', 'rangers 2-1 celtic park', 'heady tennis']",80034,754,0,70,0 days 01:13:15,01:13:15
oC_G44rcs5k,2020-04-06T16:00:27Z,UCArk93C2pbOvkv6jWz-3kAg,"Si Ferry Meets... David Marshall | Celtic v Barca Heroics, Cardiff Play-off, Mackay & Ole, Hull days","SUBSCRIBE - https://bit.ly/2QGY26R

This week Si Ferry meets Scotland international goalkeeper, David Marshall as we look back on his eventful career to date that's had it all from a fairytale introduction to top-level football for Celtic against Barcelona, trophy hauls, desperate lows, play-offs, promotions and of course plenty of unorthodox teammates to discuss.",Open Goal,"['open goal', 'si ferry', 'celtic', 'celtic fc', 'barcelona', 'hull', 'cardiff', 'play-offs', 'ole', 'malky mackay', 'goalkeeper', ""martin o'neill"", 'ole gunnar solskjaer', 'celtic goals v rangers', 'celtic fans', 'celtic songs', 'celtic barcelona', 'Tony watt', 'David Marshall barcelona', 'David Marshall saves', 'scotland', 'football', 'podcast', 'Paul slane', 'artur boruc', 'Andrew robertson', 'allan mcgregor', 'Vincent tan', 'hull city', 'premier league', 'spfl', 'ole at the wheel', 'goalkeeper drills', 'goalie', 'neil lennon', 'snodgrass', 'copa 90']",66953,504,0,46,0 days 01:24:50,01:24:50
ZSI0LS2hAnk,2020-04-02T15:49:13Z,UCArk93C2pbOvkv6jWz-3kAg,Open Goal: On The Road w/ George Bowie | #DriveSmart,"SUBSCRIBE - https://bit.ly/2QGY26R

Open Goal: On the Road is back to get you through lockdown as legendary breakfast DJ and GBX Anthems creator, George Bowie gives Si a trip down memory lane to discuss his career, best celebrity stories and of course the fitba and his beloved Greenock Morton!

#GBX #GBXAnthems",Open Goal,"['open goal', 'si ferry', 'Clyde 1', 'super score board', 'George bowie', 'GBX anthems', 'GBX', 'bits n pieces', 'bits and pieces', 'Scotland goal', 'celebration', 'celtic', 'celtic goals', 'Paul slane', 'keeping the ball on the ground', 'gravesen', 'football', 'podcast', 'funny', 'open goal misses', 'rangers', 'rangers goals', 'Celtic goals v rangers', 'rangers goals v celtic', 'morton', 'spfl', 'neil lennon', 'Steven gerrard', 'true geordie', 'copa 90', 'undr the cosh', 'bits n pieces remix', 'wedding', 'gbx 2020 playlist']",73408,591,0,62,0 days 01:04:14,01:04:14
lOWNp6HCbx0,2020-03-31T16:00:35Z,UCArk93C2pbOvkv6jWz-3kAg,"Keeping the Ball on the Ground | Si, Slaney & Kev Answer YOUR Questions","SUBSCRIBE - https://bit.ly/2QGY26R

For the first time on the podcast, the boys are answering fans questions with some interesting queries and even more bizarre answers!

#SPFL #Podcast #Football",Open Goal,"['open goal', 'si ferry', 'Paul slane', 'Kevin kyle', 'Si ferry meets', 'gravesen', 'Thomas gravesen', 'podcast', 'football', 'celtic', 'neil lennon', 'rangers', 'Steven gerrard', 'celtic goals', 'celtic highlights', 'rangers goals', 'rangers highlights', 'spfl', 'aberdeen', 'hearts', 'hibs', 'motherwell', 'David turnbull', 'copa 90', 'open goal misses', 'true geordie', 'undr the cosh', 'soccer', 'coronavirus', 'covid-19', 'ally mccoist', 'talksport', 'Alan brazil', 'challenge', 'q & a']",111332,913,0,59,0 days 00:57:25,00:57:25
PPGdMhLZD_E,2020-03-30T16:00:33Z,UCArk93C2pbOvkv6jWz-3kAg,BEST TOMMY GRAVESEN STORIES! | Open Goal,"SUBSCRIBE - https://bit.ly/2QGY26R

Sit back and relax as we go through the archives and reveal the most hilarious stories that have been told about Open Goal cult hero Thomas Gravesen!

Includes tales from former Celtic and Everton teammates & managers such as Gordon Strachan, David Moyes, James McFadden, Aiden McGeady, Alan Stubbs, Kenny Miller and more!

Watch the Interviews Featured:

Aiden McGeady ▶️ https://www.youtube.com/watch?v=HXJI8N7WM1E
James McFadden ▶️ https://www.youtube.com/watch?v=cZcm7tytOyQ
Davie Weir ▶️ https://www.youtube.com/watch?v=OsCPGLeR0fY
David Moyes ▶️ https://www.youtube.com/watch?v=JDxd0d3l6eg
Alan Stubbs ▶️ https://www.youtube.com/watch?v=bZoFRKxWuLc
Si Ferry ▶️ https://www.youtube.com/watch?v=UroYWXb9f3I
Kenny Miller ▶️ https://www.youtube.com/watch?v=Sr4L32_fiLE&t=7s
Gordon Strachan ▶️ https://www.youtube.com/watch?v=C14hkhY7DuU&t=5s
Mark Wilson ▶️ https://www.youtube.com/watch?v=kqkUA2DYnxc
Craig Beattie ▶️ https://www.youtube.com/watch?v=heogSw6xLKs&t=4s
Paul Caddis ▶️ https://www.youtube.com/watch?v=75oumMsL790&t=5s
Paul Hartley ▶️ https://www.youtube.com/watch?v=CLqfZGP8cnM

#Celtic #Everton #RealMadrid",Open Goal,"['open goal', 'si ferry', 'celtic', 'celtic goals', 'coronavirus', 'covid 19', 'gravesen', 'Gravesen funny', 'Thomas gravesen', 'real madrid', 'goodison', 'everton', 'toffees', 'ancelloti', 'pickford', 'Everton fans', 'celtic fans', 'neil lennon', 'premier league', 'Paul slane', 'keeping the ball on the ground', 'galacticos', 'football funny', 'premier league funny', 'everton liverpool', 'la liga', 'Real Madrid barcelona', 'beckham', 'zidane', 'Everton songs', 'celtic goals v rangers', 'richarlison', 'Gravesen crazy', 'open goal misses']",644369,3735,0,129,0 days 00:22:49,00:22:49
N2mR5Y9xpvw,2020-03-24T17:42:40Z,UCArk93C2pbOvkv6jWz-3kAg,PAUL MCGOWAN | Keeping the Ball on the Ground,"SUBSCRIBE - https://bit.ly/2QGY26R

The lads are still going and bringing you the nation's favourite Scottish Football podcast for another week as we're joined by a man who has been the topic of many an Open Goal tale, Paul McGowan!

Gowser is in great form as we look back on his career with plenty of chat on Celtic, St Mirren, Dundee, managers and teammates over the years.

Sit back and enjoy!",Open Goal,"['open goal', 'si ferry', 'Paul slane', 'Kevin kyle', 'celtic', 'celtic songs', 'celtic goals', 'Celtic goals v rangers', 'celtic fans', 'spfl', 'Scottish football', 'football funny', 'open goal misses', 'rangers', 'rangers fans', 'rangers songs', 'Steven gerrard', 'neil lennon', 'aberdeen', 'dundee', 'dundee united', 'hearts', 'hibs', 'hibernian', 'podcasts', 'podcast', 'football podcast', 'Peter crouch', 'true Geordie', 'copa90', 'copa 90']",132636,788,0,66,0 days 01:27:31,01:27:31
WOHJ-babtvg,2020-03-23T17:00:10Z,UCArk93C2pbOvkv6jWz-3kAg,Si Ferry Meets Billy Brown | Life as a Number 2,"SUBSCRIBE - https://bit.ly/2QGY26R

This week Si Ferry meets one of Scottish football's most well-known assistant managers as Billy Brown chats through his eventful career.

Billy discusses winning the Scottish Cup with Hearts, crossing the Edinburgh divide by moving to rivals Hibs, Romanov years and managing some of the wildest dressing rooms in years gone by.",Open Goal,"['open goal', 'si ferry', 'billy brown', 'billy brown east fife', 'jim jefferies', 'hearts', 'heart of midlothian', 'hearts Scottish Cup final', 'hearts 1998', 'hibs', 'hibernian', 'tynecastle', 'gary locke', 'Ryan mcgowan', 'Kevin kyle', 'Paul slane', 'celtic', 'rangers', 'hearts goals', 'hearts songs', 'east fife rant', 'tennents', 'keeping the ball on the ground', 'football', 'spfl', 'scottish football', 'scottish cup']",29010,199,0,27,0 days 01:01:38,01:01:38
KNnVUy0ETvM,2020-03-17T17:00:07Z,UCArk93C2pbOvkv6jWz-3kAg,Keeping the Ball on the Ground | CORONAVIRUS SHUTS DOWN FOOTBALL,"SUBSCRIBE - https://bit.ly/2QGY26R

Join us this week in a peculiar podcast with no football to review following the shutdown of Scottish Football following the COVID-19 outbreak.

The boys have their say on the unprecedented events and also have a chat with special guest, Ryan Stevenson on his career with Hearts, Ayr, Ipswich and Partick Thistle.",Open Goal,"['open goal', 'si ferry', 'covid 19', 'euro 2020 postponed', 'coronavirus football', 'celtic', 'celtic songs', 'Ryan stevenson', 'tattoos', 'ayr', 'hearts', 'tynecastle', 'stendel', 'spfl', 'spfl cancelled', 'celtic champions', 'hearts relegated', 'football', 'podcasts', 'football podcast', 'rangers', 'rangers fans', 'rangers goals', 'rangers songs', 'celtic fans', 'celtic goals', 'Celtic goals v rangers', 'true geordie', 'William hill', 'Paul slane', 'tennents', 'Kevin kyle', 'sunderland']",53124,372,0,39,0 days 01:18:26,01:18:26
xWjYoKvJqGA,2020-03-16T17:00:14Z,UCArk93C2pbOvkv6jWz-3kAg,"Si Ferry Meets... Ross Wallace | MON & Strachan at Celtic, Keane’s Sunderland, Burnley & Sheff Wed","SUBSCRIBE - https://bit.ly/2QGY26R

St Mirren winger Ross Wallace joins us as our latest guest as he candidly chats with Si about the key moments from his career at Celtic, Sunderland, Burnley & Sheffield Wednesday.

Ross’ entertaining chat includes stories ranging from Henrik Larsson, Martin O’Neill, Gordon Strachan, Roy Keane, Burnley’s crazy dressing room & madcap Sheffield Wednesday manager Carlos Carvalhal.

#celtic #sunderland #burnley",Open Goal,"['open goal', 'si ferry', 'paul slane', 'keeping the ball in the ground', 'kevin kyle', 'roy keane', 'sunderland', 'mackems', 'celtic', 'celtic fans', 'celtic songs', 'neil lennon', 'scott brown', 'larsson', 'edouard', 'spfl', 'scottish football', 'coronavirus football', 'covid 19', 'burnley', 'steven thompson', 'sean dyche', 'turf moor', 'clarets', 'sheffield wednesday', 'chris sutton', 'football podcast', 'premier league', 'hillsbrough', 'the owls', 'carlos carvhal', 'football funny', 'soccer am', 'f2', 'rangers', 'true geordie', 'undr the cosh']",57049,347,0,26,0 days 01:17:33,01:17:33
wBBTXKuZWYU,2020-03-12T17:09:04Z,UCArk93C2pbOvkv6jWz-3kAg,RIGHT IN THE COUPON | Rangers v Celtic Special,"Frank and Derek sit down with Si to get down to the nitty gritty ahead of the big top of the table showdown at Ibrox this weekend.

The lads also review the situation at the bottom of the table as a well as a huge game that may play a decisive factor in the race for 3rd spot.",Open Goal,"['open goal', 'si ferry', 'rangers v celtic', 'rangers v leverkusen', 'bayer', 'rangers', 'rangers goals', 'europa league', 'rangers fans', 'ibrox', 'highlights', 'celtic', 'celtic goals', 'neil lennon', 'edouard', 'celtic fans', 'celtic songs', 'steven gerrard', 'motherwell', 'aberdeen', 'hearts', 'st mirren', 'spfl', 'spfl highlights', 'paul slane', 'keeping the ball on the ground', 'frank mcavennie']",24114,214,0,37,0 days 00:33:38,00:33:38
8avLrRndZN4,2020-03-10T17:00:00Z,UCArk93C2pbOvkv6jWz-3kAg,Scott Allan | Keeping the Ball on the Ground,"SUBSCRIBE - https://bit.ly/2QGY26R

Current Hibs and former Dundee United and Celtic no. 10, Scott Allan joins the lads as a special guest this week as we review the latest talking points on Scottish Football and also have a chat about the key moments of Scott's career thus far!",Open Goal,"['open goal', 'si ferry', 'Scott allan', 'hibs', 'hibernian', 'easter road', 'jack ross', 'Paul slane', 'Kevin kyle', 'hibs fans', 'hibs v hearts goals', 'hibs songs', 'hibs goals', 'spfl', 'spfl highlights', 'celtic', 'celtic fans', 'celtic rangers', 'Celtic goals v rangers', 'edouard', 'ronny deila', 'Brendan rodgers', 'celtic songs', 'rangers', 'rangers fans', 'rangers leverkusen', 'europa league', 'Steven gerrard', 'podcast', 'funny', 'ibrox', 'dundee united', 'robbie neilson', 'true geordie', 'f2', 'open goal misses']",103250,681,0,39,0 days 01:03:37,01:03:37
65f09uZADrc,2020-03-05T17:00:00Z,UCArk93C2pbOvkv6jWz-3kAg,"Right in the Coupon | Accies Shock Rangers, Livi for Europe? Hearts Win the Edinburgh Derby","SUBSCRIBE - https://bit.ly/2QGY26R

The SPFL Premiership delivered the goods once again in its midweek card as the top two teams both drop points and a few dark horses begin to make a charge on the league table. Only one team you can turn to for a full review on all the action... Right in the Coupon!",Open Goal,"['open goal', 'si ferry', 'rangers accies', 'rangers hamilton', 'goldson', 'Steven gerrard', 'gerrard', 'rangers tv', 'spfl goals', 'spfl', 'spfl highlights', 'celtic', 'Livingston celtic', 'rogic', 'mcgregor', 'dykes', 'celtic goals', 'celtic 2-2', '1-0', 'aberdeen', 'Edinburgh derby', 'hibs hearts', 'hearts 3-1', 'hearts goals', 'st mirren', 'motherwell', 'David turnbull', 'podcast', 'funny', 'football']",35415,321,0,29,0 days 00:33:05,00:33:05
VvFngdz8lLk,2020-03-04T17:00:04Z,UCArk93C2pbOvkv6jWz-3kAg,Open Goal: On The Road w/ Referee Bobby Madden | #DriveSmart,"SUBSCRIBE - https://bit.ly/2QGY26R

This week we welcome our first ever referee guest on Open Goal as Bobby Madden to talks us through life as a 'man in the middle' and the route he has taken from becoming an amateur ref to managing games at the top level of European football.",Open Goal,"['open goal', 'si ferry', 'celtic', 'Livingston celtic', 'live stream', 'rangers hamilton', 'Hamilton accies', 'spfl', 'spfl highlights', 'referees', 'referee', 'referee mistakes', 'celtic goals', 'celtic fans', 'hibs hearts', 'hearts goals', 'celtic songs', 'rangers goals', 'podcast', 'Steven gerrard', 'morelos', 'neil lennon', 'edouard', 'funny', 'football', 'road safety', 'Paul slane', 'keeping the ball on the ground', 'Amy macdonald', 'Ian crocker', 'Michael stewart', 'Steven thompson', 'carpool karaoke']",92448,870,0,104,0 days 01:06:06,01:06:06
J0OldzGFNPA,2020-03-03T18:39:31Z,UCArk93C2pbOvkv6jWz-3kAg,"Keeping the Ball on the Ground | Si Makes Scottish Cup Draw, Quarter-Final Review, Edinburgh Derby","SUBSCRIBE - https://bit.ly/2QGY26R

Fresh from making the William Hill Scottish Cup draw, Si is back with the team as they reflect on a very eventful weekend which saw the Quarter-Finals throw up many a talking point.

#ScottishCup #Celtic #Rangers",Open Goal,"['open goal', 'si ferry', 'hearts rangers', 'hibs hearts', 'Hibs hearts goals', 'highlights', 'spfl highlights', 'spfl', 'Steven gerrard', 'morelos', 'celtic', 'celtic goals', 'celtic livingston', 'Ryan christie', 'celtic fans', 'celtic songs', 'rangers fans', 'podcast', 'true Geordie podcast', 'copa 90', 'aberdeen', 'scottish cup', 'Scottish Cup goals', 'William hill', 'Michael stewart', 'sportscene', 'Steven thompson', 'Paul slane', 'Kevin kyle', 'tennents']",44128,393,0,46,0 days 01:02:07,01:02:07
68WpYJnI3BY,2020-03-02T17:00:01Z,UCArk93C2pbOvkv6jWz-3kAg,"Si Ferry Meets... Steven Thompson | Sportscene, Tannadice, Rangers, Promotions, St Mirren Cup Winner","SUBSCRIBE - https://bit.ly/2QGY26R

Former Scotland International & current Sportscene pundit, Steven Thompson joins Si this week in a very funny conversation to look over the striker’s career.

The chat spans his introduction to professional football with Dundee United to his ‘surreal’ time at Rangers playing alongside some of the top players in the country. We also delve into the memorable moments he had in his career down south after his initial move to Cardiff and subsequent signing for Burnley which saw him achieve promotion to the English Premier League.

And of course, we touch on the fairytale swan song which saw him become a cup winner for his boyhood team St Mirren which saw him round of his career in perfect fashion.

#Scotland #Rangers #Burnley",Open Goal,"['open goal', 'si ferry', 'rangers', 'rangers hearts', 'scottish cup', 'steven gerrard', 'celtic', 'interview', 'paul slane', 'kevin kyle', 'burnley', 'sean dyche', 'cardiff', 'soccer am', 'sportscene', 'spfl', 'spfl highlights', 'rangers goals', 'hearts', 'dundee united', 'st mirren', 'st mirren league cup', 'cardiff city', 'football', 'funny', 'podcast', 'michael stewart', 'keeping the ball on the ground', 'rangers fans', 'rangers songs', 'de boer', 'helicopter sunday', 'rangers dunfermline 2003']",74988,552,0,41,0 days 01:17:51,01:17:51
IInZbT7EerQ,2020-02-27T14:47:26Z,UCArk93C2pbOvkv6jWz-3kAg,Robbie Williams Messages Slaney!,"SUBSCRIBE - https://bit.ly/2QGY26R

Full Podcast - https://www.youtube.com/watch?v=YeWuvsrbtZE&t=369s

Slaney tells the boys about how Robbie Williams replied to his instagram message and revealed he was an Open Goal fan!!",Open Goal,"['open goal', 'si ferry', 'robbie williams', 'robbie Williams port vale', 'soccer aid', 'football', 'soccer', 'football podcast', 'celtic', 'rangers', 'hearts', 'aberdeen', 'hibs', 'motherwell', 'spfl', 'roy keane', 'premier league', 'man city', 'man utd', 'liverpool', 'football funny', 'Paul slane', 'slaney']",24473,302,0,13,0 days 00:02:06,00:02:06
YeWuvsrbtZE,2020-02-25T17:00:10Z,UCArk93C2pbOvkv6jWz-3kAg,Keeping the Ball on the Ground | What's Happened to Rangers? Scottish Cup Preview & Sh*te Signings,"SUBSCRIBE - https://bit.ly/2QGY26R

In another instalment of the award-winning podcast, the boys discuss the implosion at Ibrox that has everyone scratching their heads, what terrible signings can do to team morale and look ahead to this weekend's William Hill Scottish Cup Quarter-Finals.

There's also a new celebrity listener reveal... and it's a big one!",Open Goal,"['open goal', 'si ferry', 'robbie williams', 'rangers', 'braga rangers', 'Steven gerrard', 'europa league', 'aribo', 'hagi', 'rangers goals', 'celtic goals', 'celtic copenhagen', 'spfl', 'spfl highlights', 'Paul slane', 'Kevin kyle', 'celtic fans', 'celtic songs', 'jim jefferies', 'hearts', 'hibs', 'aberdeen', 'Derek mcinnes', 'stendel', 'st mirren', 'motherwell', 'football', 'podcast', 'funny', 'true geordie', 'William hill']",56180,526,0,48,0 days 00:58:27,00:58:27
qOko6E2y2GA,2020-02-24T17:00:15Z,UCArk93C2pbOvkv6jWz-3kAg,"Si Ferry Meets... Jim Jefferies | Making History at Hearts, Romanov Era, Falkirk, Killie & Bradford","SUBSCRIBE - https://bit.ly/2QGY26R

The legend of many Open Goal tales from our many guests, we are delighted to welcome former Hearts, Falkirk, Kilmarnock & Bradford Gaffer, Jim Jefferies to the show!

Jim talks us through some of the key moments of his career from starting out in the amateur leagues to dealing with unorthodox owners and securing history with his boyhood team Hearts.",Open Goal,"['open goal', 'si ferry', 'hearts', 'st johnstone rangers', 'spfl', 'spfl highlights', 'rangers goals', 'rangers 2-2', 'hearts rangers', 'scottish cup', 'William hill', 'celtic', 'celtic goals', 'stendel', 'heart of midlothian', 'hearts Scottish Cup 98', 'gary locke', 'Steven gerrard', 'neil lennon', 'tynecastle', 'football', 'funny', 'podcast', 'Paul slane', 'vladimir romanov', 'hibs', 'aberdeen', 'hearts fans', 'hearts goals', 'hearts songs', 'scottish football']",54170,471,0,55,0 days 01:32:06,01:32:06
Ss23tcyIqLE,2020-02-21T08:04:45Z,UCArk93C2pbOvkv6jWz-3kAg,"RIGHT IN THE COUPON | Thrillers, Comebacks, Title Races & The Weekend Fixtures",It’s been a midweek full of thrilling games involving Scottish clubs so the boys review an exciting time in the season and discuss what teams will be revitalised by the past week’s events.,Open Goal,"['open goal', 'si ferry', 'Rangers braga', 'Hagi', 'Europa League', 'Rangers 3-2', 'Steven Gerrard', 'Celtic Copenhagen', 'Celtic 1-1', 'Highlights', 'Celtic goals', 'Edouard', 'Forster', 'SPFL', 'SPFL highlights', 'Paul Slane', 'Aberdeen', 'Hibs', 'Hearts', 'Motherwell', 'William hill']",30747,244,0,11,0 days 00:35:46,00:35:46
Lq5P-IStAPc,2020-02-19T17:01:49Z,UCArk93C2pbOvkv6jWz-3kAg,Open Goal: On The Road w/ Lee McCulloch | #DriveSmart,"SUBSCRIBE - https://bit.ly/2QGY26R

Former Rangers, Motherwell, Kilmarnock and Wigan utility man, Lee McCulloch is in the driving seat with Si Ferry in another instalment of our Open Goal: On The Road series in association with Road Safety Scotland.

The lads talk motors, entertainment on team buses, Bullard, Ferguson, Walter Smith and anything else to do with the other side of the game you don't usually see!",Open Goal,"['open goal', 'si ferry', 'rangers', 'rangers goals', 'rangers fans', 'rangers braga', 'europa league', 'bt sport', 'live stream', 'Steven gerrard', 'morelos', 'jimmy bullard', 'wigan', 'wigan premier league', 'celtic', 'celtic goals', 'spfl', 'spfl highlights', 'ally mccoist', 'football funny', 'true geordie', 'motherwell', 'kilmarnock', 'dundee united', 'podcast', 'football', 'ibrox', 'Barry ferguson', 'Michael stewart']",87175,724,0,46,0 days 00:44:21,00:44:21
4CKRFTEAtfc,2020-02-18T17:00:12Z,UCArk93C2pbOvkv6jWz-3kAg,"KEEPING THE BALL ON THE GROUND | Gregg Wylde, Big Celtic Win, Hearts Calamity, Refs Giving Out Stick","SUBSCRIBE - https://bit.ly/2QGY26R

Join us again this week as former Rangers and current Clyde winger, Gregg Wylde accompanies the boys on this week's show as we give our own unique and irreverent view on the topics that have everyone talking!",Open Goal,"['open goal', 'si ferry', 'rangers', 'ally mccoist', 'talksport', 'Gregg wylde', 'rangers braga', 'bt sport', 'rangers goals', 'rangers goal v celtic', 'Europa League highlights', 'europa league', 'champions league', 'Steven gerrard', 'morelos', 'celtic', 'copenhagen celtic', 'neil lennon', 'celtic goals', 'spfl', 'spfl highlights', 'scottish premiership', 'aberdeen', 'hearts', 'bolton', 'st mirren', 'podcast', 'football funny', 'f2', 'true geordie', 'Peter crouch', 'rangers fans', 'celtic fans', 'celtic songs', 'rangers songs']",60747,436,0,33,0 days 01:09:09,01:09:09
Sr4L32_fiLE,2020-02-17T17:00:08Z,UCArk93C2pbOvkv6jWz-3kAg,"Si Ferry Meets… Kenny Miller | Epic Conversation on Life at Rangers, Hibs, Celtic & Scotland","SUBSCRIBE - https://bit.ly/2QGY26R

Si sits down to have an epic conversation with former Scotland International, Kenny Miller as he looks back candidly on his trophy-laden career spent at Ibrox.

One of very few men to have crossed the Glasgow divide between Celtic and Rangers, Kenny discusses the many highs and lows that have came with a love of playing the game that saw him continue his career up until the age of 40.",Open Goal,"['open goal', 'si ferry', 'kenny miller', 'celtic', 'aberdeen celtic', 'ajer', 'celtic goals', 'celtic songs', 'celtic fans', 'spfl', 'spell highlights', 'rangers livingston', 'arfield', 'Steven gerrard', 'neil lennon', 'Copenhagen celtic', 'rangers braga', 'europa league', 'wolves', 'premier league', 'Nuno espirito', 'hibs', 'hibernian', 'jack ross', 'ibrox', 'celtic park', 'rangers goals v celtic', 'f2', 'lad bible', 'celtic goals v rangers', 'podcast', 'football funny', 'rangers manchester', 'rangers fans', 'rangers songs', 'rangers goals']",191848,880,0,49,0 days 01:54:54,01:54:54
